first_author,study_ID,effect_size_ID,year_published,citation,journal,level,phyllum,class,order,family,common_name,scientific_name,scientific_name_OTL,strain,developmental_stage,includes_body_size,body_size,size_unit,pop_source,temp,exposure_method,vehicle,bisphenol,bisphenol_conc,bispheno_unit_paper,bispenol_unit_standardized,Bispheno_corrected_ug,time,time_days,lag,sex,tissue_type,cell_type,cell_gen,molecule_type,molecule,abbreviation,type,role,response,response_unit,mean_control,sd_control,se_control,n_control,mean_treat,sd_treat,se_treat,n_treat,tool,mean_c_1,mean_t_1,pooled_sd,hedges_calc,hedges_abs,lnRR,lnRR_variance
Ahmed,3,36,2018,"Ahmed, R. G., G. H. Walaa, and F. S. Asmaa. ""Suppressive effects of neonatal bisphenol A on the neuroendocrine system."" Toxicology and industrial health 34, no. 6 (2018): 397-407.",Toxicology and industrial health,Organism,Chordate,Mammalia,Rodentia,Muridae,Lab rat,Rattus norvegicusdomestica ,Rattus norvegicus,Wistar,Neonatal,Y,30,grams,Lab,NA,Gavage,corn oil,BPA,40,ug/kg bw/day,ug/kg,40,~2 weeks,15,0,Male,cerebrum,NA,NA,Enzyme,Glutathione peroxidase,GPx,Protein,Oxidative,Tissue concentration,mU/g tissue,18.62,1.004290795,0.41,6,7.01,0.906311205,0.37,6,metadigitize,19.62,8.01,0.956556323,-12.13728843,12.13728843,-0.976898571,0.003270763
Ahmed,3,37,2018,"Ahmed, R. G., G. H. Walaa, and F. S. Asmaa. ""Suppressive effects of neonatal bisphenol A on the neuroendocrine system."" Toxicology and industrial health 34, no. 6 (2018): 397-407.",Toxicology and industrial health,Organism,Chordate,Mammalia,Rodentia,Muridae,Lab rat,Rattus norvegicusdomestica ,Rattus norvegicus,Wistar,Neonatal,Y,30,grams,Lab,NA,Gavage,corn oil,BPA,20,ug/kg bw/day,ug/kg,20,~2 weeks,15,0,Male,cerebrum,NA,NA,Enzyme,Glutathione-S-transferase,GST,Protein,Oxidative,Tissue concentration,mU/g tissue,13.59,0.734846923,0.3,6,8.7,0.734846923,0.3,6,metadigitize,14.59,9.7,0.734846923,-6.654447135,6.654447135,-0.446011203,0.001676369
Ahmed,3,38,2018,"Ahmed, R. G., G. H. Walaa, and F. S. Asmaa. ""Suppressive effects of neonatal bisphenol A on the neuroendocrine system."" Toxicology and industrial health 34, no. 6 (2018): 397-407.",Toxicology and industrial health,Organism,Chordate,Mammalia,Rodentia,Muridae,Lab rat,Rattus norvegicusdomestica ,Rattus norvegicus,Wistar,Neonatal,Y,30,grams,Lab,NA,Gavage,corn oil,BPA,40,ug/kg bw/day,ug/kg,40,~2 weeks,15,0,Male,cerebrum,NA,NA,Enzyme,Glutathione-S-transferase,GST,Protein,Oxidative,Tissue concentration,mU/g tissue,13.59,0.734846923,0.3,6,3.63,0.661362231,0.27,6,metadigitize,14.59,4.63,0.699070812,-14.2474837,14.2474837,-1.32010158,0.006019717
Ahmed,3,39,2018,"Ahmed, R. G., G. H. Walaa, and F. S. Asmaa. ""Suppressive effects of neonatal bisphenol A on the neuroendocrine system."" Toxicology and industrial health 34, no. 6 (2018): 397-407.",Toxicology and industrial health,Organism,Chordate,Mammalia,Rodentia,Muridae,Lab rat,Rattus norvegicusdomestica ,Rattus norvegicus,Wistar,Neonatal,Y,30,grams,Lab,NA,Gavage,corn oil,BPA,20,ug/kg bw/day,ug/kg,20,~2 weeks,15,0,Male,cerebellum,NA,NA,Enzyme,Catalase,CAT,Protein,Oxidative,Tissue concentration,K/100,12.38,0.979795897,0.4,6,8.01,1.077775487,0.44,6,metadigitize,13.38,9.01,1.029951455,-4.242918419,4.242918419,-0.435391506,0.004061399
Ahmed,3,40,2018,"Ahmed, R. G., G. H. Walaa, and F. S. Asmaa. ""Suppressive effects of neonatal bisphenol A on the neuroendocrine system."" Toxicology and industrial health 34, no. 6 (2018): 397-407.",Toxicology and industrial health,Organism,Chordate,Mammalia,Rodentia,Muridae,Lab rat,Rattus norvegicusdomestica ,Rattus norvegicus,Wistar,Neonatal,Y,30,grams,Lab,NA,Gavage,corn oil,BPA,40,ug/kg bw/day,ug/kg,40,~2 weeks,15,0,Male,cerebellum,NA,NA,Enzyme,Catalase,CAT,Protein,Oxidative,Tissue concentration,K/100,12.38,0.979795897,0.4,6,5.47,0.710352025,0.29,6,metadigitize,13.38,6.47,0.855745289,-8.074832648,8.074832648,-0.816803651,0.003854692
Ahmed,3,41,2018,"Ahmed, R. G., G. H. Walaa, and F. S. Asmaa. ""Suppressive effects of neonatal bisphenol A on the neuroendocrine system."" Toxicology and industrial health 34, no. 6 (2018): 397-407.",Toxicology and industrial health,Organism,Chordate,Mammalia,Rodentia,Muridae,Lab rat,Rattus norvegicusdomestica ,Rattus norvegicus,Wistar,Neonatal,Y,30,grams,Lab,NA,Gavage,corn oil,BPA,20,ug/kg bw/day,ug/kg,20,~2 weeks,15,0,Male,cerebellum,NA,NA,Enzyme,Glutathione reductase,GR,Protein,Oxidative,Tissue concentration,nmol/100mg tissue,63.43,3.33130605,1.36,6,44.62,2.694438717,1.1,6,metadigitize,64.43,45.62,3.029653446,-6.208630901,6.208630901,-0.351754747,0.001067466
Ahmed,3,42,2018,"Ahmed, R. G., G. H. Walaa, and F. S. Asmaa. ""Suppressive effects of neonatal bisphenol A on the neuroendocrine system."" Toxicology and industrial health 34, no. 6 (2018): 397-407.",Toxicology and industrial health,Organism,Chordate,Mammalia,Rodentia,Muridae,Lab rat,Rattus norvegicusdomestica ,Rattus norvegicus,Wistar,Neonatal,Y,30,grams,Lab,NA,Gavage,corn oil,BPA,40,ug/kg bw/day,ug/kg,40,~2 weeks,15,0,Male,cerebellum,NA,NA,Enzyme,Glutathione reductase,GR,Protein,Oxidative,Tissue concentration,nmol/100mg tissue,63.43,3.33130605,1.36,6,31.1,0.783836718,0.32,6,metadigitize,64.43,32.1,2.419917354,-13.35996039,13.35996039,-0.712729116,0.000565586
Ahmed,3,43,2018,"Ahmed, R. G., G. H. Walaa, and F. S. Asmaa. ""Suppressive effects of neonatal bisphenol A on the neuroendocrine system."" Toxicology and industrial health 34, no. 6 (2018): 397-407.",Toxicology and industrial health,Organism,Chordate,Mammalia,Rodentia,Muridae,Lab rat,Rattus norvegicusdomestica ,Rattus norvegicus,Wistar,Neonatal,Y,30,grams,Lab,NA,Gavage,corn oil,BPA,20,ug/kg bw/day,ug/kg,20,~2 weeks,15,0,Male,cerebellum,NA,NA,Enzyme,Glutathione peroxidase,GPx,Protein,Oxidative,Tissue concentration,mU/g tissue,15.14,0.563382641,0.23,6,9.5,1.567673435,0.64,6,metadigitize,16.14,10.5,1.177921899,-4.788093341,4.788093341,-0.466048449,0.004769287
Ahmed,3,44,2018,"Ahmed, R. G., G. H. Walaa, and F. S. Asmaa. ""Suppressive effects of neonatal bisphenol A on the neuroendocrine system."" Toxicology and industrial health 34, no. 6 (2018): 397-407.",Toxicology and industrial health,Organism,Chordate,Mammalia,Rodentia,Muridae,Lab rat,Rattus norvegicusdomestica ,Rattus norvegicus,Wistar,Neonatal,Y,30,grams,Lab,NA,Gavage,corn oil,BPA,40,ug/kg bw/day,ug/kg,40,~2 weeks,15,0,Male,cerebellum,NA,NA,Enzyme,Glutathione peroxidase,GPx,Protein,Oxidative,Tissue concentration,mU/g tissue,15.14,0.563382641,0.23,6,5.2,0.391918359,0.16,6,metadigitize,16.14,6.2,0.485283422,-20.48287566,20.48287566,-1.068681622,0.001177529
Ahmed,3,45,2018,"Ahmed, R. G., G. H. Walaa, and F. S. Asmaa. ""Suppressive effects of neonatal bisphenol A on the neuroendocrine system."" Toxicology and industrial health 34, no. 6 (2018): 397-407.",Toxicology and industrial health,Organism,Chordate,Mammalia,Rodentia,Muridae,Lab rat,Rattus norvegicusdomestica ,Rattus norvegicus,Wistar,Neonatal,Y,30,grams,Lab,NA,Gavage,corn oil,BPA,20,ug/kg bw/day,ug/kg,20,~2 weeks,15,0,Male,cerebellum,NA,NA,Enzyme,Glutathione-S-transferase,GST,Protein,Oxidative,Tissue concentration,mU/g tissue,11.45,1.518683641,0.62,6,6.56,1.249239769,0.51,6,metadigitize,12.45,7.56,1.390503506,-3.516711737,3.516711737,-0.556999127,0.008976171
Ahmed,3,46,2018,"Ahmed, R. G., G. H. Walaa, and F. S. Asmaa. ""Suppressive effects of neonatal bisphenol A on the neuroendocrine system."" Toxicology and industrial health 34, no. 6 (2018): 397-407.",Toxicology and industrial health,Organism,Chordate,Mammalia,Rodentia,Muridae,Lab rat,Rattus norvegicusdomestica ,Rattus norvegicus,Wistar,Neonatal,Y,30,grams,Lab,NA,Gavage,corn oil,BPA,40,ug/kg bw/day,ug/kg,40,~2 weeks,15,0,Male,cerebellum,NA,NA,Enzyme,Glutathione-S-transferase,GST,Protein,Oxidative,Tissue concentration,mU/g tissue,11.45,1.518683641,0.62,6,1.81,0.244948974,0.1,6,metadigitize,12.45,2.81,1.087749971,-8.862330733,8.862330733,-1.844662885,0.005984467
Ahsan,4,47,2018,"Ahsan, Nida, Hizb Ullah, Waheed Ullah, and Sarwat Jahan. ""Comparative effects of Bisphenol S and Bisphenol A on the development of female reproductive system in rats; a neonatal exposure study."" Chemosphere 197 (2018): 336-343.",Chemosphere,Organism,Chordate,Mammalia,Rodentia,Muridae,Lab rat,Rattus norvegicusdomestica ,Rattus norvegicus,Not specified,Neonatal,Y,161.4,grams,Lab,22-25,Oral,castor oil,BPS,0.5,mg/kg,mg/kg,500,10 days,10,0,Female,blood,NA,NA,Hormone,Luteinizing Hormone,LH,Pituitary,Reproductive,Circulating level ,ng/mL,2.65,0.141421356,0.05,8,2.34,0.367695526,0.13,8,metadigitize,3.65,3.34,0.278567766,-1.112835146,1.112835146,-0.124408711,0.003442418
Ahsan,4,48,2018,"Ahsan, Nida, Hizb Ullah, Waheed Ullah, and Sarwat Jahan. ""Comparative effects of Bisphenol S and Bisphenol A on the development of female reproductive system in rats; a neonatal exposure study."" Chemosphere 197 (2018): 336-343.",Chemosphere,Organism,Chordate,Mammalia,Rodentia,Muridae,Lab rat,Rattus norvegicusdomestica ,Rattus norvegicus,Not specified,Neonatal,Y,162.4,grams,Lab,22-25,Oral,castor oil,BPS,5,mg/kg,mg/kg,5000,10 days,10,0,Female,blood,NA,NA,Hormone,Luteinizing Hormone,LH,Pituitary,Reproductive,Circulating level ,ng/mL,2.65,0.141421356,0.05,8,2.3,0.084852814,0.03,8,metadigitize,3.65,3.3,0.116619038,-3.00122524,3.00122524,-0.141650517,0.000526131
Ahsan,4,49,2018,"Ahsan, Nida, Hizb Ullah, Waheed Ullah, and Sarwat Jahan. ""Comparative effects of Bisphenol S and Bisphenol A on the development of female reproductive system in rats; a neonatal exposure study."" Chemosphere 197 (2018): 336-343.",Chemosphere,Organism,Chordate,Mammalia,Rodentia,Muridae,Lab rat,Rattus norvegicusdomestica ,Rattus norvegicus,Not specified,Neonatal,Y,173.6,grams,Lab,22-25,Oral,castor oil,BPS,50,mg/kg,mg/kg,50000,10 days,10,0,Female,blood,NA,NA,Hormone,Luteinizing Hormone,LH,Pituitary,Reproductive,Circulating level ,ng/mL,2.65,0.141421356,0.05,8,2.21,0.084852814,0.03,8,metadigitize,3.65,3.21,0.116619038,-3.772968873,3.772968873,-0.181567124,0.00054027
Ahsan,4,50,2018,"Ahsan, Nida, Hizb Ullah, Waheed Ullah, and Sarwat Jahan. ""Comparative effects of Bisphenol S and Bisphenol A on the development of female reproductive system in rats; a neonatal exposure study."" Chemosphere 197 (2018): 336-343.",Chemosphere,Organism,Chordate,Mammalia,Rodentia,Muridae,Lab rat,Rattus norvegicusdomestica ,Rattus norvegicus,Not specified,Neonatal,Y,161.4,grams,Lab,22-25,Oral,castor oil,BPA,0.5,mg/kg,mg/kg,500,10 days,10,0,Female,blood,NA,NA,Hormone,Luteinizing Hormone,LH,Pituitary,Reproductive,Circulating level ,ng/mL,2.65,0.141421356,0.05,8,2.45,0.509116882,0.18,8,metadigitize,3.65,3.45,0.373630834,-0.535287728,0.535287728,-0.078471615,0.00575375
Ahsan,4,51,2018,"Ahsan, Nida, Hizb Ullah, Waheed Ullah, and Sarwat Jahan. ""Comparative effects of Bisphenol S and Bisphenol A on the development of female reproductive system in rats; a neonatal exposure study."" Chemosphere 197 (2018): 336-343.",Chemosphere,Organism,Chordate,Mammalia,Rodentia,Muridae,Lab rat,Rattus norvegicusdomestica ,Rattus norvegicus,Not specified,Neonatal,Y,168.2,grams,Lab,22-25,Oral,castor oil,BPA,5,mg/kg,mg/kg,5000,10 days,10,0,Female,blood,NA,NA,Hormone,Luteinizing Hormone,LH,Pituitary,Reproductive,Circulating level ,ng/mL,2.65,0.141421356,0.05,8,2.23,0.141421356,0.05,8,metadigitize,3.65,3.23,0.141421356,-2.969848481,2.969848481,-0.172558055,0.000858723
Ahsan,4,52,2018,"Ahsan, Nida, Hizb Ullah, Waheed Ullah, and Sarwat Jahan. ""Comparative effects of Bisphenol S and Bisphenol A on the development of female reproductive system in rats; a neonatal exposure study."" Chemosphere 197 (2018): 336-343.",Chemosphere,Organism,Chordate,Mammalia,Rodentia,Muridae,Lab rat,Rattus norvegicusdomestica ,Rattus norvegicus,Not specified,Neonatal,Y,188.8,grams,Lab,22-25,Oral,castor oil,BPA,50,mg/kg,mg/kg,50000,10 days,10,0,Female,blood,NA,NA,Hormone,Luteinizing Hormone,LH,Pituitary,Reproductive,Circulating level ,ng/mL,2.65,0.141421356,0.05,8,2.05,0.113137085,0.04,8,metadigitize,3.65,3.05,0.128062485,-4.685212857,4.685212857,-0.256719847,0.000736724
Ahsan,4,53,2018,"Ahsan, Nida, Hizb Ullah, Waheed Ullah, and Sarwat Jahan. ""Comparative effects of Bisphenol S and Bisphenol A on the development of female reproductive system in rats; a neonatal exposure study."" Chemosphere 197 (2018): 336-343.",Chemosphere,Organism,Chordate,Mammalia,Rodentia,Muridae,Lab rat,Rattus norvegicusdomestica ,Rattus norvegicus,Not specified,Neonatal,Y,161.4,grams,Lab,22-25,Oral,castor oil,BPS,0.5,mg/kg,mg/kg,500,10 days,10,0,Female,blood,NA,NA,Hormone,Follicle Stimulating Hormone,FSH,Pituitary,Reproductive,Circulating level ,mIU/mL,4.69,0.311126984,0.11,8,4.54,0.197989899,0.07,8,metadigitize,5.69,5.54,0.260768096,-0.575223742,0.575223742,-0.03250557,0.000787828
Ahsan,4,54,2018,"Ahsan, Nida, Hizb Ullah, Waheed Ullah, and Sarwat Jahan. ""Comparative effects of Bisphenol S and Bisphenol A on the development of female reproductive system in rats; a neonatal exposure study."" Chemosphere 197 (2018): 336-343.",Chemosphere,Organism,Chordate,Mammalia,Rodentia,Muridae,Lab rat,Rattus norvegicusdomestica ,Rattus norvegicus,Not specified,Neonatal,Y,162.4,grams,Lab,22-25,Oral,castor oil,BPS,5,mg/kg,mg/kg,5000,10 days,10,0,Female,blood,NA,NA,Hormone,Follicle Stimulating Hormone,FSH,Pituitary,Reproductive,Circulating level ,mIU/mL,4.69,0.311126984,0.11,8,4.47,0.169705627,0.06,8,metadigitize,5.69,5.47,0.250599282,-0.877895573,0.877895573,-0.048044174,0.00073027
Ahsan,4,55,2018,"Ahsan, Nida, Hizb Ullah, Waheed Ullah, and Sarwat Jahan. ""Comparative effects of Bisphenol S and Bisphenol A on the development of female reproductive system in rats; a neonatal exposure study."" Chemosphere 197 (2018): 336-343.",Chemosphere,Organism,Chordate,Mammalia,Rodentia,Muridae,Lab rat,Rattus norvegicusdomestica ,Rattus norvegicus,Not specified,Neonatal,Y,173.6,grams,Lab,22-25,Oral,castor oil,BPS,50,mg/kg,mg/kg,50000,10 days,10,0,Female,blood,NA,NA,Hormone,Follicle Stimulating Hormone,FSH,Pituitary,Reproductive,Circulating level ,mIU/mL,4.69,0.311126984,0.11,8,4.19,0.141421356,0.05,8,metadigitize,5.69,5.19,0.241660919,-2.069014722,2.069014722,-0.112731849,0.000692498
Ahsan,4,56,2018,"Ahsan, Nida, Hizb Ullah, Waheed Ullah, and Sarwat Jahan. ""Comparative effects of Bisphenol S and Bisphenol A on the development of female reproductive system in rats; a neonatal exposure study."" Chemosphere 197 (2018): 336-343.",Chemosphere,Organism,Chordate,Mammalia,Rodentia,Muridae,Lab rat,Rattus norvegicusdomestica ,Rattus norvegicus,Not specified,Neonatal,Y,161.4,grams,Lab,22-25,Oral,castor oil,BPA,0.5,mg/kg,mg/kg,500,10 days,10,0,Female,blood,NA,NA,Hormone,Follicle Stimulating Hormone,FSH,Pituitary,Reproductive,Circulating level ,mIU/mL,4.69,0.311126984,0.11,8,4.56,0.197989899,0.07,8,metadigitize,5.69,5.56,0.260768096,-0.498527243,0.498527243,-0.028109959,0.000785747
Ahsan,4,57,2018,"Ahsan, Nida, Hizb Ullah, Waheed Ullah, and Sarwat Jahan. ""Comparative effects of Bisphenol S and Bisphenol A on the development of female reproductive system in rats; a neonatal exposure study."" Chemosphere 197 (2018): 336-343.",Chemosphere,Organism,Chordate,Mammalia,Rodentia,Muridae,Lab rat,Rattus norvegicusdomestica ,Rattus norvegicus,Not specified,Neonatal,Y,168.2,grams,Lab,22-25,Oral,castor oil,BPA,5,mg/kg,mg/kg,5000,10 days,10,0,Female,blood,NA,NA,Hormone,Follicle Stimulating Hormone,FSH,Pituitary,Reproductive,Circulating level ,mIU/mL,4.69,0.311126984,0.11,8,4.25,0.141421356,0.05,8,metadigitize,5.69,5.25,0.241660919,-1.820732955,1.820732955,-0.0985136,0.000688506
Ahsan,4,58,2018,"Ahsan, Nida, Hizb Ullah, Waheed Ullah, and Sarwat Jahan. ""Comparative effects of Bisphenol S and Bisphenol A on the development of female reproductive system in rats; a neonatal exposure study."" Chemosphere 197 (2018): 336-343.",Chemosphere,Organism,Chordate,Mammalia,Rodentia,Muridae,Lab rat,Rattus norvegicusdomestica ,Rattus norvegicus,Not specified,Neonatal,Y,188.8,grams,Lab,22-25,Oral,castor oil,BPA,50,mg/kg,mg/kg,50000,10 days,10,0,Female,blood,NA,NA,Hormone,Follicle Stimulating Hormone,FSH,Pituitary,Reproductive,Circulating level ,mIU/mL,4.69,0.311126984,0.11,8,3.89,0.056568542,0.02,8,metadigitize,5.69,4.89,0.223606798,-3.577708764,3.577708764,-0.187023425,0.000576531
Ahsan,4,59,2018,"Ahsan, Nida, Hizb Ullah, Waheed Ullah, and Sarwat Jahan. ""Comparative effects of Bisphenol S and Bisphenol A on the development of female reproductive system in rats; a neonatal exposure study."" Chemosphere 197 (2018): 336-343.",Chemosphere,Organism,Chordate,Mammalia,Rodentia,Muridae,Lab rat,Rattus norvegicusdomestica ,Rattus norvegicus,Not specified,Neonatal,Y,161.4,grams,Lab,22-25,Oral,castor oil,BPS,0.5,mg/kg,mg/kg,500,10 days,10,0,Female,blood,NA,NA,Hormone,Estradiol,E2,Estrogen,Reproductive,Circulating level ,pg/mL,22.93,4.5254834,1.6,8,18.91,3.903229432,1.38,8,metadigitize,23.93,19.91,4.225825363,-0.951293453,0.951293453,-0.192755214,0.010194592
Ahsan,4,60,2018,"Ahsan, Nida, Hizb Ullah, Waheed Ullah, and Sarwat Jahan. ""Comparative effects of Bisphenol S and Bisphenol A on the development of female reproductive system in rats; a neonatal exposure study."" Chemosphere 197 (2018): 336-343.",Chemosphere,Organism,Chordate,Mammalia,Rodentia,Muridae,Lab rat,Rattus norvegicusdomestica ,Rattus norvegicus,Not specified,Neonatal,Y,162.4,grams,Lab,22-25,Oral,castor oil,BPS,5,mg/kg,mg/kg,5000,10 days,10,0,Female,blood,NA,NA,Hormone,Estradiol,E2,Estrogen,Reproductive,Circulating level ,pg/mL,22.93,4.5254834,1.6,8,22.24,4.270924958,1.51,8,metadigitize,23.93,23.24,4.400045454,-0.156816562,0.156816562,-0.030553627,0.009478735
Ahsan,4,61,2018,"Ahsan, Nida, Hizb Ullah, Waheed Ullah, and Sarwat Jahan. ""Comparative effects of Bisphenol S and Bisphenol A on the development of female reproductive system in rats; a neonatal exposure study."" Chemosphere 197 (2018): 336-343.",Chemosphere,Organism,Chordate,Mammalia,Rodentia,Muridae,Lab rat,Rattus norvegicusdomestica ,Rattus norvegicus,Not specified,Neonatal,Y,173.6,grams,Lab,22-25,Oral,castor oil,BPS,50,mg/kg,mg/kg,50000,10 days,10,0,Female,blood,NA,NA,Hormone,Estradiol,E2,Estrogen,Reproductive,Circulating level ,pg/mL,22.93,4.5254834,1.6,8,25.12,1.385929291,0.49,8,metadigitize,23.93,26.12,3.346699867,0.654375978,0.654375978,0.091218245,0.00524941
Ahsan,4,62,2018,"Ahsan, Nida, Hizb Ullah, Waheed Ullah, and Sarwat Jahan. ""Comparative effects of Bisphenol S and Bisphenol A on the development of female reproductive system in rats; a neonatal exposure study."" Chemosphere 197 (2018): 336-343.",Chemosphere,Organism,Chordate,Mammalia,Rodentia,Muridae,Lab rat,Rattus norvegicusdomestica ,Rattus norvegicus,Not specified,Neonatal,Y,161.4,grams,Lab,22-25,Oral,castor oil,BPA,0.5,mg/kg,mg/kg,500,10 days,10,0,Female,blood,NA,NA,Hormone,Estradiol,E2,Estrogen,Reproductive,Circulating level ,pg/mL,22.93,4.5254834,1.6,8,24.82,4.497199128,1.59,8,metadigitize,23.93,25.82,4.51136343,0.418942085,0.418942085,0.079203683,0.008972754
Ahsan,4,63,2018,"Ahsan, Nida, Hizb Ullah, Waheed Ullah, and Sarwat Jahan. ""Comparative effects of Bisphenol S and Bisphenol A on the development of female reproductive system in rats; a neonatal exposure study."" Chemosphere 197 (2018): 336-343.",Chemosphere,Organism,Chordate,Mammalia,Rodentia,Muridae,Lab rat,Rattus norvegicusdomestica ,Rattus norvegicus,Not specified,Neonatal,Y,168.2,grams,Lab,22-25,Oral,castor oil,BPA,5,mg/kg,mg/kg,5000,10 days,10,0,Female,blood,NA,NA,Hormone,Estradiol,E2,Estrogen,Reproductive,Circulating level ,pg/mL,22.93,4.5254834,1.6,8,25.09,3.648670991,1.29,8,metadigitize,23.93,26.09,4.110523081,0.525480567,0.525480567,0.090023264,0.007512404
Ahsan,4,64,2018,"Ahsan, Nida, Hizb Ullah, Waheed Ullah, and Sarwat Jahan. ""Comparative effects of Bisphenol S and Bisphenol A on the development of female reproductive system in rats; a neonatal exposure study."" Chemosphere 197 (2018): 336-343.",Chemosphere,Organism,Chordate,Mammalia,Rodentia,Muridae,Lab rat,Rattus norvegicusdomestica ,Rattus norvegicus,Not specified,Neonatal,Y,188.8,grams,Lab,22-25,Oral,castor oil,BPA,50,mg/kg,mg/kg,50000,10 days,10,0,Female,blood,NA,NA,Hormone,Estradiol,E2,Estrogen,Reproductive,Circulating level ,pg/mL,22.93,4.5254834,1.6,8,30.99,2.234457429,0.79,8,metadigitize,23.93,31.99,3.568809325,2.258456327,2.258456327,0.301218475,0.005518758
Ahsan,4,65,2018,"Ahsan, Nida, Hizb Ullah, Waheed Ullah, and Sarwat Jahan. ""Comparative effects of Bisphenol S and Bisphenol A on the development of female reproductive system in rats; a neonatal exposure study."" Chemosphere 197 (2018): 336-343.",Chemosphere,Organism,Chordate,Mammalia,Rodentia,Muridae,Lab rat,Rattus norvegicusdomestica ,Rattus norvegicus,Not specified,Neonatal,Y,161.4,grams,Lab,22-25,Oral,castor oil,BPS,0.5,mg/kg,mg/kg,500,10 days,10,0,Female,blood,NA,NA,Hormone,Testosterone,T,Androgen,Reproductive,Circulating level ,ng/mL,0.36,0.254558441,0.09,8,0.24,0.169705627,0.06,8,metadigitize,1.36,1.24,0.216333077,-0.554700196,0.554700196,-0.405465108,0.125
Ahsan,4,66,2018,"Ahsan, Nida, Hizb Ullah, Waheed Ullah, and Sarwat Jahan. ""Comparative effects of Bisphenol S and Bisphenol A on the development of female reproductive system in rats; a neonatal exposure study."" Chemosphere 197 (2018): 336-343.",Chemosphere,Organism,Chordate,Mammalia,Rodentia,Muridae,Lab rat,Rattus norvegicusdomestica ,Rattus norvegicus,Not specified,Neonatal,Y,162.4,grams,Lab,22-25,Oral,castor oil,BPS,5,mg/kg,mg/kg,5000,10 days,10,0,Female,blood,NA,NA,Hormone,Testosterone,T,Androgen,Reproductive,Circulating level ,ng/mL,0.36,0.254558441,0.09,8,0.39,0.311126984,0.11,8,metadigitize,1.36,1.39,0.284253408,0.105539632,0.105539632,0.080042708,0.142052926
